contract_reference,status,start_date,end_date,next_contract_payment_due_date,cumulative_amount_paid,expected_cumulative_amount_paid,nominal_contract_value,deposit_amount,birthdate,gender,l3_entity_id,name,expected_payment_progression
abc0729,Active,2022-03-21T10:23:34.409091,,2022-06-24T09:14:48.845798,5500.00,7118.00,7118.00,1281.00,1982-08-26,0,5121,Individual Loan IPP,1.0
abc0730,Completed,2022-02-21T09:18:17.13842,2022-08-30T08:15:57.139395,2022-06-27T09:18:52.374962,13398.00,13398.00,13398.00,2413.00,1956-01-01,0,5121,Individual Loan IPP,1.0
abc0731,Active,2022-06-17T07:07:07.334002,,2022-07-01T07:07:07.334002,2600.00,4812.26,6971.86,2600.00,1975-10-01,0,5121,Individual Loan IPP,0.6902404810194124
abc0732,Active,2022-02-16T10:38:58.787711,,2022-07-20T14:27:40.852373,3395.00,4269.14,4269.14,1277.00,1988-10-04,1,5121,Group Loan 7th Mar 2022,1.0
abc0733,Active,2022-02-09T09:52:06.231971,,2022-09-09T07:54:36.859588,3858.00,3859.14,3859.14,1155.00,1977-02-04,1,5121,Group Loan 7th Mar 2022,1.0
abc0734,Active,2022-02-23T08:58:40.294697,,2022-08-25T17:42:37.534912,12047.00,13404.14,13404.14,4020.00,,1,5121,Group Loan 7th Mar 2022,1.0
abc0735,Completed,2022-03-04T08:02:42.712584,2022-07-31T17:00:03.616057,2022-07-08T08:03:17.430799,13598.00,13598.00,13598.00,2449.00,1985-03-04,1,5121,Individual Loan IPP,1.0
abc0736,Active,2022-04-04T06:11:34.032524,,2022-07-13T01:00:02.594685,4840.00,6649.88,7269.14,2902.00,1990-09-22,1,5121,Group Loan 7th Mar 2022,0.9148097298992728
abc0737,Active,2022-03-02T09:22:56.708465,,2022-07-13T16:29:19.083156,9550.00,13121.06,13214.14,3996.00,1969-01-01,0,5121,Group Loan 7th Mar 2022,0.9929560304340653
abc0738,Active,2022-03-25T09:11:53.371615,,2022-08-30T15:00:58.82616,11060.00,12012.00,13214.14,5280.00,1956-01-01,0,5121,Group Loan 7th Mar 2022,0.9090262400731338
abc0739,Active,2022-03-01T05:59:02.948576,,2022-07-03T21:59:02.948575,7405.00,7478.00,7478.00,1346.00,1938-02-04,0,5121,Individual Loan IPP,1.0
abc0740,Active,2022-03-15T11:56:51.684943,,2022-04-16T09:26:43.240475,4053.00,8500.46,8934.14,3568.00,1967-02-14,1,5121,Group Loan 7th Mar 2022,0.9514581146030844
abc0741,Active,2022-03-17T10:47:16.447176,,2022-04-01T00:03:07.742513,4650.00,12529.35,13224.14,4626.00,1993-05-16,1,5121,Group Loan 7th Mar 2022,0.9474604775811508
abc0742,Completed,2022-03-03T08:32:20.32345,2022-09-12T12:19:56.16485,2022-10-01T08:30:12.715053,13404.14,13309.42,13404.14,4020.00,1979-01-02,0,5121,Group Loan 7th Mar 2022,0.992933526507482
abc0743,Completed,2022-07-21T13:10:22.98733,2022-07-21T13:10:22.98733,2022-07-21T13:10:22.98733,0.00,0.00,0.00,0.00,1970-01-01T09:00:00,1,5072,Cash Sales,1.0
abc0744,Completed,2022-02-09T09:07:18.872643,2022-09-06T06:07:38.708414,2022-09-09T09:06:21.080004,13289.14,13289.14,13289.14,3986.00,1974-02-02,1,5121,Group Loan 7th Mar 2022,1.0
abc0745,Active,2022-02-08T07:39:58.641201,,2022-09-23T03:56:54.774677,14831.00,14831.14,21428.30,6331.00,1987-09-13,1,5121,Group Loan 7th Mar 2022,0.6921286336293593
abc0746,Active,2022-02-09T06:38:03.728374,,2022-05-25T03:35:23.596579,8380.00,13489.14,13489.14,4046.00,1971-04-10,0,5121,Group Loan 7th Mar 2022,1.0
abc0747,Active,2022-03-28T08:57:04.262779,,2022-04-11T19:45:29.620736,7050.00,15980.16,17579.14,7026.00,1980-01-01,1,5121,Group Loan 7th Mar 2022,0.9090410566159665
abc0748,Active,2022-03-30T13:09:09.92846,,2022-06-17T22:31:26.459051,8328.00,12662.08,13929.14,5566.00,1953-01-01,1,5121,Group Loan 7th Mar 2022,0.9090353029691711
abc0749,Active,2022-03-24T07:11:29.950337,,2022-05-04T04:48:16.952708,6500.00,12853.76,13509.14,5398.00,1968-06-20,1,5121,Group Loan 7th Mar 2022,0.9514861789869673
abc0750,Active,2022-02-14T12:24:33.509006,,2022-02-28T12:24:33.509006,1155.00,3859.14,3859.14,1155.00,1956-01-05,0,5121,Group Loan 7th Mar 2022,1.0
abc0751,Active,2022-03-28T08:46:42.02422,,2022-06-13T21:45:32.994307,4179.00,6416.44,7059.14,2818.00,1990-10-07,1,5121,Group Loan 7th Mar 2022,0.9089549151879691
abc0752,Active,2022-02-21T09:54:57.16373,,2022-09-21T09:49:41.931136,13289.00,13289.14,13289.14,3986.00,,1,5121,Group Loan 7th Mar 2022,1.0
abc0753,Completed,2022-03-07T09:48:25.389507,2022-05-11T18:20:03.447419,2022-10-05T09:58:08.086169,4009.14,3980.66,4009.14,1199.00,1952-01-01,0,5121,Group Loan 7th Mar 2022,0.9928962321096295
abc0754,Active,2022-02-18T07:06:19.531074,,2022-04-30T18:28:09.15587,8050.00,13398.00,13398.00,2413.00,1976-08-07,1,5121,Individual Loan IPP,1.0
abc0755,Completed,2022-04-27T06:05:39.585292,2022-04-27T06:05:39.585292,2022-04-27T06:05:39.585292,0.00,0.00,0.00,0.00,1955-05-04,0,5121,Cash Sales IPP,1.0
abc0756,Completed,2022-03-23T06:49:57.888396,2022-08-28T07:38:12.120209,2022-10-21T07:01:11.099318,7256.01,6897.95,7256.01,2827.00,2022-02-04,1,5121,Group Loan 7th Mar 2022,0.9506533204888086
abc0757,Completed,2022-04-04T07:14:41.130675,2022-09-23T06:01:06.709927,2022-11-02T07:12:10.48205,13509.14,12280.24,13509.14,5398.00,,1,5121,Group Loan 7th Mar 2022,0.9090319591032442
abc0758,Active,2022-02-17T09:18:42.824294,,2022-05-19T13:13:05.60734,5258.00,7058.00,7058.00,1271.00,1953-01-01,0,5121,Individual Loan IPP,1.0
abc0759,Active,2022-03-11T13:42:33.328884,,2022-05-31T04:52:20.776583,2065.00,3640.60,3859.14,1155.00,1962-01-01,1,5121,Group Loan 7th Mar 2022,0.943370802821354
abc0760,Active,2022-03-21T09:04:34.567686,,2022-09-07T16:13:43.118681,6140.00,6738.68,7029.14,2806.00,,1,5121,Group Loan 7th Mar 2022,0.9586777329801369
abc0761,Completed,2022-03-30T06:47:47.799268,2022-06-03T15:50:28.781545,2022-08-03T06:48:34.586875,10088.00,10088.00,10088.00,1815.00,1977-08-25,0,5121,Individual Loan IPP,1.0
abc0762,Active,2022-03-05T06:05:36.165397,,2022-05-01T17:29:28.221394,9310.00,20329.72,20474.14,6169.00,1959-01-01,1,5121,Group Loan 7th Mar 2022,0.9929462238706974
abc0763,Completed,2022-03-10T08:06:19.525425,2022-09-22T17:57:26.198201,2022-10-08T08:09:32.598051,5964.14,5921.90,5964.14,1787.00,1977-01-01,0,5121,Group Loan 7th Mar 2022,0.9929176712820289
abc0764,Active,2022-03-09T08:06:03.170648,,2022-06-29T19:50:20.029795,15300.00,23422.52,23589.14,7096.00,1988-07-08,1,5121,Group Loan 7th Mar 2022,0.9929365801381483
abc0765,Active,2022-02-17T11:42:48.076539,,2022-06-04T14:52:41.483132,12000.00,13923.00,13923.00,2508.00,1996-12-05,1,5121,Individual Loan IPP,1.0
abc0766,Completed,2022-04-11T10:33:08.21126,2022-08-21T11:03:08.538494,2022-11-09T10:29:35.665134,7059.14,5960.49,7059.14,2115.00,1992-12-21,1,5121,Group Loan 7th Mar 2022,0.8443648943072386
abc0767,Active,2022-03-28T09:56:32.593779,,2022-04-11T17:10:03.748943,2600.00,14472.68,14472.68,2568.00,1946-01-01,0,5121,Individual Loan IPP,1.0
abc0768,Active,2022-03-09T11:07:45.603237,,2022-05-24T07:27:32.099913,3650.00,6979.58,7029.14,2115.00,1974-01-01,1,5121,Group Loan 7th Mar 2022,0.9929493508451959
abc0769,Active,2022-03-04T11:55:06.586877,,2022-07-13T12:07:09.59943,2753.00,3831.80,3859.14,1155.00,,1,5121,Group Loan 7th Mar 2022,0.9929155200381432
abc0770,Active,2022-03-17T13:00:53.921227,,2022-04-01T17:31:32.869042,2170.00,11498.00,11498.00,2070.00,1952-02-04,1,5121,Individual Loan IPP,1.0
abc0771,Active,2022-03-16T07:26:34.312567,,2022-07-09T18:39:07.104334,4860.00,6961.68,7379.14,2212.00,1973-01-01,1,5121,Group Loan 7th Mar 2022,0.9434270118198056
abc0772,Completed,2022-02-17T10:42:31.857017,2022-05-29T09:49:17.827126,2022-09-17T10:39:12.445557,6999.14,6999.14,6999.14,2097.00,1958-10-20,1,5121,Group Loan 7th Mar 2022,1.0
abc0773,Active,2022-03-23T08:17:44.937796,,2022-09-21T07:59:23.925167,9407.00,9846.85,10349.14,4134.00,1954-06-23,0,5121,Group Loan 7th Mar 2022,0.9514655324017262
abc0774,Active,2022-02-17T08:07:36.353364,,2022-07-12T08:03:23.303574,6050.00,7929.14,7929.14,2376.00,,0,5121,Group Loan 7th Mar 2022,1.0
abc0775,Active,2022-03-25T09:08:59.567218,,2022-08-30T14:58:05.021763,11060.00,12012.00,13214.14,5280.00,1964-01-01,1,5121,Group Loan 7th Mar 2022,0.9090262400731338
abc0776,Active,2022-03-22T14:34:46.17995,,2022-05-27T14:22:40.38366,7500.00,12806.20,13459.14,5378.00,1977-01-01,0,5121,Group Loan 7th Mar 2022,0.9514872421269115
abc0777,Completed,2022-03-18T08:26:54.600177,2022-03-18T08:26:54.600177,2022-03-18T08:26:54.600177,0.00,0.00,0.00,0.00,1960-10-16,1,5121,Cash Sales IPP,1.0
abc0778,Active,2022-02-16T12:39:15.823433,,2022-06-12T04:07:57.207437,2813.00,4269.14,4269.14,1277.00,,0,5121,Group Loan 7th Mar 2022,1.0
abc0779,Active,2022-02-09T12:46:49.408693,,2022-05-11T11:01:33.744844,2320.00,4059.14,4059.14,1215.00,,1,5121,Group Loan 7th Mar 2022,1.0
abc0780,Completed,2022-02-08T13:52:48.326049,2022-08-26T06:35:02.960757,2022-09-08T13:51:42.291759,23794.14,23794.14,23794.14,7140.00,1954-01-01,1,5121,Group Loan 7th Mar 2022,1.0
abc0781,Completed,2022-03-02T09:42:34.897525,2022-03-02T09:42:34.897525,2022-03-02T09:42:34.897525,0.00,0.00,0.00,0.00,1997-01-04,0,5121,Cash Sales IPP,1.0
abc0782,Completed,2022-03-08T05:25:26.57484,2022-09-05T04:20:23.956745,2022-10-06T05:25:23.976379,13459.14,13364.14,13459.14,4054.00,1968-02-06,0,5121,Group Loan 7th Mar 2022,0.9929415995375633
abc0783,Active,2022-04-04T09:26:02.389291,,2022-06-04T19:53:47.419076,4057.00,6789.24,7469.14,2982.00,1974-05-12,1,5121,Group Loan 7th Mar 2022,0.908972117271868
abc0784,Active,2022-03-11T12:14:11.49507,,2022-05-06T23:14:39.576193,2300.00,4688.00,4688.00,842.00,,1,5121,Individual Loan IPP,1.0
abc0785,Completed,2022-04-23T05:51:38.907314,2022-04-23T05:51:38.907314,2022-11-21T05:52:15.649819,944.14,749.30,944.14,279.00,,1,5121,Group Loan 7th Mar 2022,0.7936323002944479
abc0786,Completed,2022-03-02T05:56:37.467378,2022-03-02T05:56:37.467378,2022-03-02T05:56:37.467378,0.00,0.00,0.00,0.00,1970-01-07,0,5121,Cash Sales IPP,1.0
abc0787,Active,2022-02-09T10:38:13.497059,,2022-06-19T14:23:38.289363,5250.00,7389.14,7389.14,2214.00,1968-01-01,0,5121,Group Loan 7th Mar 2022,1.0
abc0788,Active,2022-03-11T13:54:13.913272,,2022-03-28T00:51:22.340096,5300.00,12901.75,13579.14,5196.00,2001-01-07,1,5121,Group Loan 7th Mar 2022,0.9501153975877706
abc0789,Active,2022-03-07T06:34:54.673782,,2022-05-24T13:16:36.1569,7450.00,14009.52,14109.14,4249.00,,0,5121,Group Loan 7th Mar 2022,0.9929393286904801
abc0790,Active,2022-04-25T10:48:47.811055,,2022-06-17T02:35:26.317758,6614.00,14168.00,14168.00,2546.00,1969-10-25,1,5121,Individual Loan IPP - Old,1.0
abc0791,Completed,2022-03-23T12:43:47.846033,2022-09-06T15:18:01.591521,2022-10-21T12:49:56.6919,4739.14,4508.85,4739.14,1890.00,1978-01-26,1,5121,Group Loan 7th Mar 2022,0.9514067953257342
abc0792,Completed,2022-02-09T07:42:51.573617,2022-04-04T08:24:44.475663,2022-09-09T07:39:32.162158,6999.14,6999.14,6999.14,2097.00,,1,5121,Group Loan 7th Mar 2022,1.0
abc0793,Active,2022-02-28T08:04:00.433143,,2022-09-22T07:26:27.083653,6850.00,6949.68,6999.14,2097.00,1969-03-23,1,5121,Group Loan 7th Mar 2022,0.9929334175341542
abc0794,Active,2022-02-09T09:54:44.586354,,2022-05-22T20:22:37.755739,12544.00,20474.14,20474.14,6143.00,,1,5121,Group Loan 7th Mar 2022,1.0
abc0795,Active,2022-02-11T05:52:33.077011,,2022-06-05T15:37:48.230873,6459.00,7058.00,7058.00,1271.00,1989-03-19,0,5121,Individual Loan IPP,1.0
abc0796,Active,2022-03-01T10:05:05.107658,,2022-06-11T21:22:58.167994,6714.00,10881.68,10959.14,3285.00,,0,5121,Group Loan 7th Mar 2022,0.9929319271402683
abc0797,Active,2022-03-28T10:50:44.306379,,2022-08-28T14:55:51.26281,1600.00,1798.04,2004.14,644.00,1950-01-01,1,5121,Group Loan 7th Mar 2022,0.8971628728531938
abc0798,Active,2022-03-18T10:12:26.981104,,2022-04-18T06:22:38.043271,7290.00,19127.46,20274.14,6083.00,,1,5121,Group Loan 7th Mar 2022,0.9434412507756186
abc0799,Completed,2022-02-16T09:40:09.886248,2022-06-02T18:45:23.300943,2022-06-22T09:39:03.000241,7058.00,7058.00,7058.00,1271.00,1976-02-25,1,5121,Individual Loan IPP,1.0
abc0800,Completed,2022-02-18T09:31:57.459068,2022-02-18T09:31:57.459068,2022-02-18T09:31:57.459068,0.00,0.00,0.00,0.00,1960-05-10,1,5121,Cash Sales IPP,1.0
abc0801,Active,2022-04-08T13:42:49.570368,,2022-04-28T16:27:17.857124,3155.00,14048.00,14048.00,2526.00,1992-03-05,0,5121,Individual Loan IPP,1.0
abc0802,Active,2022-02-17T10:04:48.933964,,2022-06-21T00:29:48.654431,16400.00,23854.14,23854.14,7158.00,,1,5121,Group Loan 7th Mar 2022,1.0
abc0803,Active,2022-07-25T11:18:23.641423,,2022-08-08T11:18:23.641423,1500.00,2252.92,3731.86,1500.00,1966-11-22T09:00:00,0,5076,Individual loan,0.6036989597680513
abc0804,Active,2022-03-08T11:28:49.368904,,2022-10-05T16:29:05.211017,13621.00,13562.74,13659.14,4114.00,,0,5121,Group Loan 7th Mar 2022,0.9929424546494142
abc0805,Active,2022-02-09T08:30:50.763935,,2022-07-27T13:11:38.569837,11400.00,13489.14,13489.14,4046.00,1979-05-12,1,5121,Group Loan 7th Mar 2022,1.0
abc0806,Active,2022-03-17T08:09:25.046584,,2022-04-01T23:48:12.764084,2156.00,6632.11,7029.14,2115.00,1990-09-07,1,5121,Group Loan 7th Mar 2022,0.9435165610586785
abc0807,Completed,2022-03-08T13:39:19.759168,2022-03-08T13:39:19.759168,2022-03-08T13:39:19.759168,0.00,0.00,0.00,0.00,1980-06-01,0,5121,Cash Sales IPP,1.0
abc0808,Active,2022-04-05T13:20:31.479926,,2022-04-23T04:49:45.913602,2000.00,4434.68,4879.14,1946.00,1980-01-01,1,5121,Group Loan 7th Mar 2022,0.9089060777104162
abc0809,Active,2022-03-01T12:27:18.927102,,2022-04-12T11:38:06.744618,4300.00,10693.10,10769.14,3236.00,1989-02-16,0,5121,Group Loan 7th Mar 2022,0.9929390833437025
abc0810,Completed,2022-02-09T08:43:16.239289,2022-07-12T08:29:37.443109,2022-09-09T08:39:13.896643,7199.14,7199.14,7199.14,2157.00,,1,5121,Group Loan 7th Mar 2022,1.0
abc0811,Active,2022-03-09T09:32:22.30888,,2022-09-24T03:11:18.522077,6700.00,6979.58,7029.14,2115.00,1996-01-01,0,5121,Group Loan 7th Mar 2022,0.9929493508451959
abc0812,Active,2022-03-10T11:25:37.516419,,2022-09-11T18:58:08.762956,19700.00,21304.08,21434.14,8568.00,,1,5121,Group Loan 7th Mar 2022,0.9939321101756357
abc0813,Active,2022-03-04T08:17:32.426332,,2022-05-08T04:36:08.25015,7400.00,13398.00,13398.00,2413.00,,1,5121,Individual Loan IPP,1.0
abc0814,Completed,2022-03-10T12:36:05.416084,2022-08-30T06:31:35.606111,2022-09-05T12:37:01.034634,14101.79,14101.79,14101.79,5636.00,,0,5121,Group Loan  IPP,1.0
abc0815,Active,2022-03-08T10:26:37.432161,,2022-06-12T12:55:40.099778,5560.00,7118.00,7118.00,1281.00,1964-02-08,1,5121,Individual Loan IPP,1.0
abc0816,Active,2022-05-10T09:39:34.696063,,2022-06-28T02:39:51.897428,6200.00,14288.00,14288.00,2568.00,1960-07-21,0,5121,Individual Loan IPP,1.0
abc0817,Active,2022-03-03T09:29:00.380492,,2022-04-20T00:34:47.79167,1780.00,4178.00,4178.00,751.00,1991-02-08,1,5121,Individual Loan IPP,1.0
abc0818,Active,2022-03-02T12:43:23.122994,,2022-08-29T16:21:29.985436,6490.00,7262.48,7314.14,2190.00,1970-01-01,1,5121,Group Loan 7th Mar 2022,0.9929369686661726
abc0819,Active,2022-03-02T11:45:58.587924,,2022-06-15T15:37:56.579556,2400.00,3831.80,3859.14,1155.00,1962-01-01,1,5121,Group Loan 7th Mar 2022,0.9929155200381432
abc0820,Active,2022-03-04T06:51:05.474753,,2022-07-22T17:32:58.6823,12800.00,17013.00,17134.14,5141.00,,0,5121,Group Loan 7th Mar 2022,0.9929299048566196
abc0821,Active,2022-04-07T12:07:05.589131,,2022-06-12T17:34:10.928192,7772.00,12662.08,13929.14,5566.00,1970-10-30,1,5121,Group Loan 7th Mar 2022,0.9090353029691711
abc0822,Active,2022-02-28T09:56:13.745256,,2022-07-25T19:44:14.617681,5400.00,6949.68,6999.14,2097.00,1973-02-08,1,5121,Group Loan 7th Mar 2022,0.9929334175341542
abc0823,Active,2022-02-28T09:36:19.186558,,2022-06-02T11:50:55.350658,4080.00,6949.68,6999.14,2097.00,1992-02-13,1,5121,Group Loan 7th Mar 2022,0.9929334175341542
abc0824,Active,2022-03-07T11:15:09.626532,,2022-06-19T16:46:40.816137,8340.00,13364.14,13459.14,4054.00,1995-08-06,1,5121,Group Loan 7th Mar 2022,0.9929415995375633
abc0825,Active,2022-02-19T08:01:40.648314,,2022-08-23T15:54:57.851121,12036.00,13289.14,13289.14,3986.00,1976-01-01,0,5121,Group Loan 7th Mar 2022,1.0
abc0826,Active,2022-02-17T07:43:59.115747,,2022-06-12T20:44:37.231332,4640.00,6999.14,6999.14,2097.00,,1,5121,Group Loan 7th Mar 2022,1.0
abc0827,Active,2022-03-15T09:37:03.542166,,2022-10-11T03:00:11.696198,11600.00,11032.30,11694.14,3504.00,1979-07-24,0,5121,Group Loan 7th Mar 2022,0.9434041323261052
abc0828,Active,2022-03-14T10:30:32.277933,,2022-05-10T09:01:02.786407,3500.00,7315.17,7754.14,2322.00,,1,5121,Group Loan 7th Mar 2022,0.9433889509345975
abc0829,Active,2022-03-10T06:43:15.725922,,2022-06-02T05:28:54.645118,11800.00,22907.94,23084.14,5636.00,,0,5121,Group Loan 7th Mar 2022,0.9923670537433926
abc0830,Completed,2022-02-17T08:14:08.704563,2022-09-07T16:46:27.089312,2022-09-17T08:12:23.324829,13405.24,13405.24,13405.24,3986.00,,1,5121,Group Loan 7th Mar 2022,1.0
abc0831,Active,2022-03-07T11:04:07.464425,,2022-05-20T13:43:07.3254,3616.00,7009.26,7059.14,2115.00,1983-08-11,0,5121,Group Loan 7th Mar 2022,0.9929339834597416
abc0832,Active,2022-03-05T07:51:50.433473,,2022-08-02T20:51:19.555971,10810.00,13706.70,13804.14,4158.00,1970-01-03,1,5121,Group Loan 7th Mar 2022,0.9929412480603645
abc0833,Completed,2022-03-11T12:11:04.252009,2022-08-13T13:49:35.925266,2022-10-09T12:11:01.65355,13459.14,12699.13,13459.14,4054.00,1959-05-08,1,5121,Group Loan 7th Mar 2022,0.9435320533109842
abc0834,Active,2022-03-09T09:13:51.131139,,2022-04-28T22:57:47.999002,6000.00,13398.00,13398.00,2413.00,1973-04-13,1,5121,Individual Loan IPP,1.0
abc0835,Completed,2022-03-01T12:49:53.315781,2022-05-13T16:30:34.682072,2022-09-29T12:45:50.973136,7199.14,7148.28,7199.14,2157.00,1953-01-01,1,5121,Group Loan 7th Mar 2022,0.9929352672680348
abc0836,Active,2022-02-22T06:09:59.080878,,2022-09-21T05:20:33.338598,13586.00,13636.34,13636.34,4020.00,1988-10-09,0,5121,Group Loan 7th Mar 2022,1.0
abc0837,Active,2022-04-04T11:53:16.773364,,2022-06-04T22:33:46.319818,7570.00,12662.08,13929.14,5566.00,,0,5121,Group Loan 7th Mar 2022,0.9090353029691711
abc0838,Completed,2022-03-09T09:04:12.964833,2022-09-01,2022-10-07T08:57:39.988317,7649.14,7595.24,7649.14,2301.00,1969-01-01,1,5121,Group Loan 7th Mar 2022,0.9929534562055342
abc0839,Completed,2022-03-01T11:41:46.169472,2022-08-24,2022-09-29T11:37:43.826824,7199.14,7148.28,7199.14,2157.00,1964-01-01,1,5121,Group Loan 7th Mar 2022,0.9929352672680348
abc0840,Completed,2022-02-10T13:09:31.951962,2022-02-10T13:09:31.951962,2022-02-10T13:09:31.951962,0.00,0.00,0.00,0.00,1968-01-01,1,5121,Cash Sales IPP,1.0
abc0841,Active,2022-02-14T09:01:15.53632,,2022-05-20T06:06:31.154666,5450.00,7058.00,7058.00,1271.00,1987-12-06,1,5121,Individual Loan IPP,1.0
abc0842,Active,2022-03-16T12:34:43.319759,,2022-05-18T15:55:01.963148,11300.00,19595.17,20594.14,8232.00,1953-03-03,0,5121,Group Loan 7th Mar 2022,0.9514925119475734
abc0843,Active,2022-03-26T07:01:39.465743,,2022-04-11T17:17:34.35953,2870.00,6416.44,7059.14,2818.00,1992-05-02,1,5121,Group Loan 7th Mar 2022,0.9089549151879691
abc0844,Active,2022-03-10T09:10:31.87233,,2022-06-02T02:12:02.817436,6300.00,12948.84,13054.14,2630.00,1974-04-29,0,5121,Group Loan 7th Mar 2022,0.9919335934806889
abc0845,Active,2022-03-02T08:58:32.393678,,2022-07-09T14:24:43.083858,9400.00,13195.20,13289.14,3986.00,,1,5121,Group Loan 7th Mar 2022,0.9929310700316198
abc0846,Completed,2022-02-18T12:45:04.375247,2022-09-13T07:01:35.448884,2022-09-18T12:44:06.582604,13289.14,13289.14,13289.14,3986.00,1973-01-01,0,5121,Group Loan 7th Mar 2022,1.0
abc0847,Active,2022-03-17T09:37:33.271726,,2022-08-15T03:00:47.677183,10152.00,12470.01,13289.14,3152.00,1984-01-01,1,5121,Group Loan 7th Mar 2022,0.9383609473600248
abc0848,Active,2022-02-19T09:07:02.780948,,2022-03-22T05:03:57.269822,3035.00,8449.14,8449.14,2532.00,1965-01-01,0,5121,Group Loan 7th Mar 2022,1.0
abc0849,Active,2022-02-15T06:19:21.328678,,2022-08-23T14:20:23.083185,6550.00,6999.14,6999.14,2097.00,,0,5121,Group Loan 7th Mar 2022,1.0
abc0850,Active,2022-02-28T09:02:25.224157,,2022-08-09T17:42:05.201469,11600.00,13969.74,14069.14,4220.00,1968-01-01,1,5121,Group Loan 7th Mar 2022,0.9929348915427666
abc0851,Active,2022-02-28T13:08:18.756556,,2022-09-26T17:45:05.943083,3740.00,3737.44,3764.14,1127.00,1992-11-10,1,5121,Group Loan 7th Mar 2022,0.9929067462953025
abc0852,Active,2022-03-02T12:45:50.583916,,2022-06-29T16:30:56.065035,9049.00,13364.14,13459.14,4054.00,1979-01-01,0,5121,Group Loan 7th Mar 2022,0.9929415995375633
abc0853,Active,2022-02-19T08:54:53.126477,,2022-04-10T20:14:52.711036,3000.00,6999.14,6999.14,2097.00,1989-01-01,1,5121,Group Loan 7th Mar 2022,1.0
abc0854,Completed,2022-02-28T07:24:36.574026,2022-02-28T07:24:36.574026,2022-02-28T07:24:36.574026,0.00,0.00,0.00,0.00,1979-02-08,0,5121,Cash Sales IPP,1.0
abc0855,Active,2022-02-21T11:54:04.647521,,2022-09-08T12:00:41.800984,11319.00,11864.14,11864.14,3557.00,,1,5121,Group Loan 7th Mar 2022,1.0
abc0856,Active,2022-02-17T11:24:51.764637,,2022-03-03T11:24:51.764637,7098.00,23654.14,23654.14,7098.00,1978-05-30,1,5121,Group Loan 7th Mar 2022,1.0
abc0857,Active,2022-03-04T10:52:37.218793,,2022-09-01T06:31:19.42748,11978.00,13364.14,13459.14,4054.00,1999-01-01,1,5121,Group Loan 7th Mar 2022,0.9929415995375633
abc0858,Active,2022-02-22T10:41:47.074325,,2022-04-05T10:27:49.546196,2790.00,6999.14,6999.14,2097.00,1966-12-25,0,5121,Group Loan 7th Mar 2022,1.0
abc0859,Active,2022-03-10T09:02:07.91034,,2022-06-07T00:53:47.85608,5888.00,10360.56,10434.14,3136.00,1956-01-01,0,5121,Group Loan 7th Mar 2022,0.992948149056846
abc0860,Active,2022-02-09T10:49:33.403906,,2022-04-05T16:23:30.293842,3207.00,7199.14,7199.14,2157.00,,0,5121,Group Loan 7th Mar 2022,1.0
abc0861,Active,2022-04-20T12:00:36.538892,,2022-10-03T15:44:04.641487,6258.00,6298.69,7269.14,2902.00,1988-05-04,1,5121,Group Loan 7th Mar 2022,0.8664972747807856
abc0862,Completed,2022-03-02T05:11:49.927877,2022-03-02T05:11:49.927877,2022-03-02T05:11:49.927877,0.00,0.00,0.00,0.00,1998-02-14,1,5121,Cash Sales IPP,1.0
abc0863,Completed,2022-03-02T08:22:33.137664,2022-09-12T05:29:00.969941,2022-09-30T08:20:25.529266,13404.14,13309.42,13404.14,4020.00,1962-01-01,0,5121,Group Loan 7th Mar 2022,0.992933526507482
abc0864,Active,2022-03-24T08:37:42.101855,,2022-09-15T01:57:01.934491,12030.00,12959.92,13659.14,5006.00,1979-03-26,0,5121,Group Loan 7th Mar 2022,0.9488093686718198
abc0865,Completed,2022-03-07T11:45:33.260772,2022-09-12T05:16:03.015344,2022-10-05T11:43:41.708533,13459.14,13370.68,13459.14,4696.00,1953-01-01,0,5121,Group Loan 7th Mar 2022,0.9934275146851879
abc0866,Active,2022-03-05T08:00:12.994167,,2022-07-30T16:11:37.039057,10498.00,13512.96,13609.14,4082.00,1950-01-01,1,5121,Group Loan 7th Mar 2022,0.992932690823961
abc0867,Active,2022-03-04T11:12:07.765472,,2022-06-30T08:34:23.60288,9456.00,14059.24,14159.14,4264.00,1963-01-01,1,5121,Group Loan 7th Mar 2022,0.9929444867414264
abc0868,Active,2022-04-06T13:07:06.034694,,2022-04-21T08:26:13.84137,5600.00,12662.08,13929.14,5566.00,1950-01-01,0,5121,Group Loan 7th Mar 2022,0.9090353029691711
abc0869,Active,2022-05-09T09:40:38.024114,,2022-05-28T15:03:01.307696,3500.00,7588.00,7588.00,3300.00,1980-05-11,0,5121,Individual Loan IPP - Old,1.0
abc0870,Active,2022-03-01T13:20:00.641338,,2022-09-02T21:09:34.752531,12140.00,13309.42,13404.14,4020.00,,0,5121,Group Loan 7th Mar 2022,0.992933526507482
abc0871,Completed,2022-02-10T12:29:49.057397,2022-08-21T17:18:51.581396,2022-09-10T12:26:29.645937,6999.14,6999.14,6999.14,2097.00,1966-01-01,1,5121,Group Loan 7th Mar 2022,1.0
abc0872,Active,2022-04-04T13:44:24.817152,,2022-05-23T06:43:22.599139,7032.00,12662.08,13929.14,5566.00,2000-03-12,0,5121,Group Loan 7th Mar 2022,0.9090353029691711
